Marca,Modelo,Año,Precio,Combustible,Transmisión,Kilometraje
Bmw,528-I,2016,18000.0,Gasolina,Automática - Secuencial,81000
Audi,Q7,2017,30000.0,Gasolina,Automática,151000
Audi,Q5,2016,23000.0,Gasolina,Automática - Secuencial,67320
Toyota,Hilux,2020,34000.0,Diesel,Mecánica,62000
Jeep,Grand Cherokee Limited,2016,20900.0,Gasolina,Automática - Secuencial,89000
Chevrolet,Suburban,2016,29500.0,Gasolina,Automática,66000
Volvo,S80,2010,8000.0,Gasolina,Automática,110000
Suzuki,Apv,2024,15400.0,Gasolina,Mecánica,25
Subaru,Xv,2018,18900.0,Gasolina,Automática - Secuencial,65000
Ford,Territory,2025,28000.0,Gasolina,Automática,10000
Hyundai,Grand I10,2017,7600.0,Gasolina,Mecánica,100500
Nissan,Tiida,2012,7200.0,Gasolina,Mecánica,173000
Volkswagen,Tiguan Allspace,2018,18000.0,Gasolina,Automática - Secuencial,69900
Toyota,Rav4,2012,12500.0,Gas GLP,Automática,110000
Bmw,X3 20I,2023,46000.0,Gasolina,Automática - Secuencial,29000
Jeep,Liberty Sport,2009,10900.0,Diesel,Automática - Secuencial,131000
Suzuki,Swift,2022,12900.0,Gasolina,Mecánica,30410
Dodge,Ram 2500,2021,49990.0,Diesel,Automática,70591
Volvo,Xc90,2017,29900.0,Gasolina,Automática - Secuencial,80000
Mercedes Benz,Gla 45 Amg,2018,39500.0,Gasolina,Automática - Secuencial,40000
Mitsubishi,Asx,2015,12900.0,Gasolina,Automática,61301
Audi,Q5,2018,25900.0,Gasolina,Automática - Secuencial,79000
Volkswagen,Amarok,2022,31500.0,Diesel,Automática - Secuencial,55000
Volkswagen,Amarok,2013,30000.0,Diesel,Mecánica,112000
Jeep,Wrangler Unlimited Rubicon,2020,60000.0,Gasolina,Automática - Secuencial,52500
Toyota,Land Cruiser 200,2011,45000.0,Dual,Automática - Secuencial,141400
Bmw,X3 20I,2023,47900.0,Gasolina,Automática - Secuencial,13000
Bmw,X3 20I,2019,30900.0,Gasolina,Automática - Secuencial,51000
Subaru,Xv,2021,23900.0,Gasolina,Automática - Secuencial,22000
Bmw,435I,2015,32500.0,Gasolina,Automática - Secuencial,34800
Nissan,X-Trail,2024,26800.0,Gasolina,Automática - Secuencial,24450
Audi,Q5,2012,10000.0,Gasolina,Automática,92482
Nissan,Frontier,2021,22800.0,Diesel,Mecánica,56500
Nissan,Frontier,2019,18900.0,Diesel,Mecánica,174500
Bmw,120I,2016,18500.0,Gasolina,Automática,43000
Volkswagen,Polo,2020,11900.0,Gas GLP,Mecánica,61500
Mercedes Benz,Ml 300 4Matic,2015,22300.0,Gasolina,Automática,78500
Nissan,Frontier,2024,35000.0,Diesel,Automática - Secuencial,15000
Mercedes Benz,Cla 200,2023,31500.0,Gasolina,Automática - Secuencial,18000
Mercedes Benz,Slc-450,1975,13000.0,Gasolina,Automática,189000
Bmw,530I,2018,28200.0,Diesel,Automática - Secuencial,55000
Mitsubishi,Outlander,2018,15800.0,Gasolina,Automática - Secuencial,72000
Toyota,Land Cruiser Prado,2022,45000.0,Gasolina,Automática - Secuencial,78000
Mercedes Benz,A45 Amg,2018,35500.0,Gasolina,Automática - Secuencial,54000
Mercedes Benz,C 63 Amg S,2019,45900.0,Gasolina,Automática - Secuencial,38000
Volkswagen,Teramont,2022,40900.0,Gasolina,Automática - Secuencial,34000
Jeep,Wrangler Rubicon,2012,25000.0,Gasolina,Automática,152000
Lexus,Rx 350 F-Sport,2019,41000.0,Gasolina,Automática - Secuencial,50000
Mazda,Cx-5,2019,26000.0,Gasolina,Automática - Secuencial,34000
Chevrolet,Captiva,2012,10200.0,Gasolina,Automática - Secuencial,90500
Bmw,X3,2014,19000.0,Gasolina,Automática,83000
Jetour,X70 Plus,2023,20900.0,Gasolina,Automática - Secuencial,18159
Toyota,4Runner,2017,42900.0,Gas GLP,Automática - Secuencial,73000
Mitsubishi,Eclipse Cross,2022,19900.0,Gasolina,Automática,43000
Volkswagen,Jetta,2020,17500.0,Gasolina,Automática,40000
Toyota,Fortuner,2025,39000.0,Gasolina,Mecánica,2400
Jeep,Grand Cherokee Limited,2022,55000.0,Gasolina,Automática - Secuencial,16580
Toyota,Land Cruiser Prado,2022,49900.0,Gasolina,Automática - Secuencial,107000
Ford,Territory,2024,26500.0,Gasolina,Automática,9176
Jeep,Grand Cherokee Laredo,2021,31900.0,Gasolina,Automática - Secuencial,32315
Audi,A4,2011,10200.0,Gasolina,Automática,119267
Jaguar,F-Pace Svr,2022,65000.0,Gasolina-Hibrido,Automática - Secuencial,22000
Mazda,Cx-3,2021,16800.0,Gasolina,Automática - Secuencial,41000
Bmw,X5 40I,2020,60000.0,Gasolina,Automática - Secuencial,50800
Subaru,Xv,2022,19900.0,Gasolina,Automática - Secuencial,69000
Dodge,Durango,2015,24900.0,Dual,Automática,120000
Mitsubishi,Outlander,2019,16500.0,Gasolina,Mecánica,35800
Toyota,Camry,2017,17000.0,Gasolina,Automática,63000
Land Rover,Discovery Sport,2019,24900.0,Gasolina,Automática,44000
Jeep,Compass Sport,2014,12500.0,Gasolina,Automática,47200
Ssangyong,Rexton W,2014,11400.0,Diesel,Automática - Secuencial,84700
Mercedes Benz,Glc 250 4Matic,2019,29500.0,Gasolina,Automática - Secuencial,47000
Audi,A3 Sedan,2015,17250.0,Gasolina,Automática - Secuencial,57500
Mercedes Benz,A200,2020,23900.0,Gasolina,Automática - Secuencial,52000
Mercedes Benz,Glc 200 Coupe,2021,44990.0,Gasolina,Automática,40000
Bmw,X6 50I,2015,46000.0,Gasolina,Automática - Secuencial,48000
Honda,Wr-V,2023,15490.0,Gasolina,Automática - Secuencial,20000
Mercedes Benz,Glc 250 4Matic,2017,30000.0,Gasolina,Automática,68000
Volkswagen,Gol,2021,8900.0,Dual,Mecánica,73000
Honda,Cr-V,2006,7700.0,Gasolina,Automática,96000
Bmw,X3 20I,2017,24000.0,Gasolina,Automática - Secuencial,40200
Nissan,X-Trail,2016,16200.0,Gasolina,Automática - Secuencial,63400
Toyota,4Runner,2022,51000.0,Gasolina,Automática - Secuencial,18020
Mercedes Benz,C-250,2013,17000.0,Gasolina,Automática,84000
Kia,Sorento,2015,14500.0,Dual,Mecánica,88500
Honda,Pilot,2017,19000.0,Dual,Automática,110000
Hyundai,Veloster,2016,13000.0,Gasolina,Automática - Secuencial,115000
Kia,Sorento,2013,14000.0,Gasolina,Automática - Secuencial,95100
Mazda,Cx-9,2015,16200.0,Gasolina,Automática - Secuencial,114658
Hyundai,Tucson,2013,13500.0,Gasolina,Automática - Secuencial,59669
Nissan,Versa Advance,2024,17200.0,Dual,Automática,7650
Volkswagen,Gol Confort Sedan,2012,8500.0,Gasolina,Automática - Secuencial,60000
Hyundai,Creta,2020,17000.0,Gasolina,Mecánica,15400
Jeep,Commander,2023,38900.0,Gasolina,Automática,11290
Nissan,Kicks,2025,22999.0,Gasolina,Automática,4000
Volkswagen,Jetta Gli,2019,23900.0,Gasolina,Automática,48968
Volkswagen,Tiguan Allspace,2018,23900.0,Gasolina,Automática,51030
Mercedes Benz,Cls 400,2016,33900.0,Gasolina,Automática - Secuencial,64040
Volkswagen,Tiguan Allspace,2018,20900.0,Gasolina,Automática - Secuencial,54500
Mazda,Cx-3,2017,15900.0,Gasolina,Automática,74251
Bmw,520-I,2015,17900.0,Gasolina,Automática - Secuencial,76351
Ssangyong,Rodius,2014,11900.0,Diesel,Mecánica,128000
Volkswagen,Touareg,2012,17900.0,Gasolina,Automática - Secuencial,63137
Bmw,X1,2018,18900.0,Gasolina,Automática - Secuencial,95000
Ford,Expedition,2021,49900.0,Gasolina,Automática,49000
Volkswagen,Jetta,2019,12500.0,Gasolina,Mecánica,96650
Volkswagen,Gol,2015,8900.0,Gasolina,Mecánica,37160
Nissan,Sentra,2014,12500.0,Gasolina,Automática,68000
Volkswagen,Crossfox,2014,9900.0,Gasolina,Mecánica,76140
Ford,Escape,2015,11300.0,Gasolina,Automática - Secuencial,45000
Mazda,Cx-9,2021,32900.0,Gasolina,Automática - Secuencial,58400
Volkswagen,Touareg,2007,10900.0,Gasolina,Automática,79100
Jetour,X90 Plus,2024,25900.0,Gasolina,Automática - Secuencial,4334
Mercedes Benz,C-200,2018,24900.0,Gasolina,Automática - Secuencial,48118
Audi,Rs3,2016,45000.0,Gasolina,Automática - Secuencial,230000
Suzuki,Vitara,2020,16900.0,Gasolina,Automática,83000
Jetour,Dashing,2025,22900.0,Gasolina,Automática - Secuencial,5669
Mazda,Cx-5,2018,19900.0,Gasolina,Automática - Secuencial,94997
Toyota,Hiace,2015,15800.0,Diesel,Mecánica,170000
Kia,Sportage,2024,31000.0,Gas GLP,Automática - Secuencial,16000
Bmw,218I Gran Coupe,2021,22800.0,Gasolina,Automática - Secuencial,35000
Renault,Duster,2022,16000.0,Dual,Mecánica,84911
Audi,A3 Sportback,2016,13500.0,Gasolina,Automática - Secuencial,75600
Honda,Pilot,2020,32500.0,Gasolina,Automática,28000
Honda,Cr-V,2021,26900.0,Gasolina,Automática - Secuencial,37000
Porsche,911 Carrera4,1999,45900.0,Gasolina,Automática - Secuencial,55000
Honda,Pilot,2014,16500.0,Gasolina,Automática,80000
Honda,Pilot,2015,16900.0,Gasolina,Automática,68000
Lexus,Gx 460,2022,72000.0,Gasolina,Automática,41500
Honda,Type R,2023,47900.0,Gasolina,Mecánica,850
Audi,100,2013,10500.0,Gasolina,Automática,53500
Peugeot,Boxer,2021,20900.0,Diesel,Mecánica,67000
Mercedes Benz,Cls 500,2012,25900.0,Gasolina,Automática - Secuencial,48423
Jaguar,E-Pace,2020,27900.0,Gasolina,Automática - Secuencial,47000
Toyota,Hilux,2019,33000.0,Diesel,Automática - Secuencial,48000
Mercedes Benz,C-180,2018,21000.0,Gasolina,Automática - Secuencial,49000
Subaru,All New Forester,2023,29500.0,Gasolina,Automática - Secuencial,4800
Volkswagen,Tiguan Allspace,2022,26400.0,Gasolina,Automática - Secuencial,30000
Volkswagen,Tiguan Allspace,2020,23000.0,Gasolina,Automática - Secuencial,36000
Bmw,318I,2018,19900.0,Gasolina,Automática - Secuencial,33000
Porsche,Macan S,2018,51500.0,Gasolina,Automática - Secuencial,24800
Suzuki,New Celerio,2024,11500.0,Gasolina,Automática,8350
Audi,R8,2008,60000.0,Gasolina,Automática - Secuencial,40000
Jeep,Compass,2015,13000.0,Dual,Automática,92000
Volkswagen,Tiguan Allspace,2018,18500.0,Gasolina,Automática - Secuencial,85400
Toyota,Hilux,2024,34790.0,Diesel,Mecánica,39000
Ford,Mustang Gt,2009,29400.0,Gasolina,Mecánica,24000
Peugeot,2008,2024,19900.0,Gasolina,Mecánica,21200
Chevrolet,Tracker,2021,15900.0,Gasolina,Automática - Secuencial,16400
Jeep,Compass,2011,11500.0,Dual,Automática - Secuencial,82000
Mercedes Benz,Glc 200 Coupe,2021,48900.0,Gasolina,Automática - Secuencial,12400
Mazda,Bt-50,2020,17990.0,Diesel,Mecánica,127542
Mg,Hs,2022,21500.0,Gasolina,Automática - Secuencial,35000
Hyundai,I10,2023,10500.0,Gasolina,Mecánica,3223
Hyundai,Santa Fe,2022,27350.0,Gasolina,Automática - Secuencial,30000
Mercedes Benz,Glc 200 Coupe,2023,51990.0,Gasolina,Automática,30000
Mini,Countryman Cooper S,2023,33500.0,Gasolina,Automática - Secuencial,11000
Mercedes Benz,E-300,2018,35000.0,Gasolina,Automática - Secuencial,21977
Seat,Ateca,2024,26900.0,Gasolina,Automática,18500
Volkswagen,Jetta,2017,13000.0,Gasolina,Mecánica,40000
Mercedes Benz,Gla250 4Matic,2018,24000.0,Gasolina,Automática - Secuencial,70000
Nissan,X-Trail,2015,13150.0,Gasolina,Automática,102000
Subaru,Xv,2018,19500.0,Gasolina,Automática - Secuencial,43500
Chery,Tiggo 2 Pro,2023,12000.0,Dual,Automática,43000
Chevrolet,Tahoe,2023,76900.0,Gasolina,Automática - Secuencial,13409
Honda,Civic Lx,2013,10500.0,Gasolina,Automática,95000
Subaru,All New Forester,2022,28500.0,Gasolina,Automática - Secuencial,45000
Mitsubishi,Eclipse Cross,2022,18500.0,Gasolina,Automática,20000
Bmw,X1 18I,2020,28000.0,Gasolina,Automática,48000
Lexus,Rx 450Hl,2018,42000.0,Gasolina-Hibrido,Automática,45289
Mercedes Benz,Glc 200,2025,55000.0,Gasolina,Automática - Secuencial,8000
Bmw,320I,2014,14500.0,Gasolina,Automática - Secuencial,76000
Nissan,Tiida,2012,8200.0,Gasolina,Mecánica,46600
Ford,Ecosport,2015,11190.0,Gasolina,Mecánica,56200
Peugeot,3008,2022,22500.0,Gasolina,Automática,59900
Mercedes Benz,C43-Amg,2020,47900.0,Gasolina,Automática - Secuencial,22000
Chrysler,Town & Country,2012,13500.0,Gasolina,Automática,89000
Volkswagen,Amarok,2011,12900.0,Diesel,Mecánica,176000
Volkswagen,Golf,2020,18250.0,Gasolina,Automática - Secuencial,32000
Jeep,Renegade,2017,19500.0,Gasolina,Automática - Secuencial,23675
Volkswagen,Taos,2022,24900.0,Gasolina,Automática - Secuencial,14900
Toyota,Fortuner,2023,36000.0,Gasolina,Automática,46000
Honda,Pilot,2017,18500.0,Gasolina,Automática - Secuencial,80000
Subaru,All New Forester,2022,25500.0,Gasolina,Automática - Secuencial,18000
Toyota,Fortuner,2022,48000.0,Diesel,Automática - Secuencial,67000
Toyota,Corolla,2024,21750.0,Gasolina,Automática - Secuencial,4800
Subaru,Forester,2024,27500.0,Gasolina,Automática - Secuencial,14600
Subaru,Forester,2022,25800.0,Gasolina,Automática - Secuencial,11450
Audi,A4,2017,20800.0,Gasolina,Automática,32000
Land Rover,Discovery Sport,2018,30000.0,Gasolina,Automática,55000
Bmw,M3 Sedã¡N,2022,123000.0,Gasolina,Automática - Secuencial,3000
Land Rover,Defender,1997,29900.0,Diesel,Mecánica,258000
Honda,Wr-V,2018,14000.0,Gasolina,Automática,11700
Nissan,Kicks,2022,17000.0,Gasolina,Automática,40000
Jac,Js2,2022,9800.0,Dual,Automática - Secuencial,38000
Kia,Rio,2019,15000.0,Gasolina,Mecánica,20000
Honda,Civic,2018,16500.0,Gasolina,Automática - Secuencial,65000
Volkswagen,Crossfox,2022,12500.0,Gasolina,Mecánica,19000
Ford,Ranger,2020,24000.0,Diesel,Mecánica,24000
Audi,A6,2017,20990.0,Gasolina,Automática - Secuencial,75000
Jeep,Grand Cherokee Overland,2012,16900.0,Gasolina,Automática,89000
Nissan,X-Trail,2016,15500.0,Gasolina,Automática - Secuencial,103000
Bmw,316I,2014,13990.0,Gasolina,Automática - Secuencial,90280
Volvo,Xc-60,2020,35450.0,Gasolina,Automática - Secuencial,73800
Jaguar,Xe,2017,17500.0,Gasolina,Automática - Secuencial,37000
Mitsubishi,L200,2022,21800.0,Diesel,Mecánica,98500
Nissan,X-Trail,2016,13900.0,Gasolina,Automática - Secuencial,95060
Audi,A3 Sportback,2019,20499.0,Gasolina,Automática - Secuencial,25000
Mercedes Benz,Ml 350,2011,12800.0,Gasolina,Automática - Secuencial,84000
Mercedes Benz,C 63 Amg S,2016,43500.0,Gasolina,Automática - Secuencial,58000
Mercedes Benz,S500,2012,26900.0,Gasolina,Automática,88000
Subaru,Crosstrek,2024,24500.0,Gasolina,Automática - Secuencial,21200
Bmw,118I,2019,18500.0,Gasolina,Automática,30000
Jetour,X70,2022,15300.0,Dual,Automática - Secuencial,57800
Volkswagen,Taos,2022,21000.0,Gasolina,Automática,38000
Mg,Zx,2022,13700.0,Gasolina,Automática,27000
Seat,Leon Style,2013,11000.0,Gasolina,Mecánica,46000
Mitsubishi,Outlander,2014,12700.0,Gasolina,Automática,99000
Mercedes Benz,Gla 200,2020,26000.0,Gasolina,Automática,58000
Volkswagen,Gol Sedã¡N,2022,12000.0,Dual,Mecánica,19324
Volkswagen,Bora,2011,8900.0,Gasolina,Automática - Secuencial,74400
Bmw,520-I,2016,14500.0,Gasolina,Automática - Secuencial,80000
Peugeot,207,2012,6700.0,Gasolina,Mecánica,62000
Audi,Q3,2014,15850.0,Gasolina,Automática - Secuencial,105000
Bmw,X3 20I,2015,16990.0,Gasolina,Automática - Secuencial,73700
Bmw,X3 20I,2016,16500.0,Gasolina,Automática - Secuencial,105000
Bmw,X3 20I,2021,37000.0,Gasolina,Automática - Secuencial,37600
Ford,Mustang Gt,2024,53000.0,Gasolina,Automática - Secuencial,1025
Nissan,X-Trail,2022,23000.0,Gasolina,Automática,20000
Toyota,Hilux,2023,36000.0,Diesel,Mecánica,68000
Bmw,X1 18I,2021,29900.0,Gasolina,Automática - Secuencial,20979
Renault,Duster,2020,13500.0,Gasolina,Mecánica,22600
Renault,Koleos,2023,22490.0,Dual,Automática - Secuencial,13650
Honda,Pilot,2012,17200.0,Gas GLP,Automática,165000
Mercedes Benz,Gle 450 Coupe,2022,95900.0,Gasolina,Automática - Secuencial,14500
Bmw,X3 20I,2019,25700.0,Gasolina,Automática - Secuencial,84700
Bmw,X4 M40I,2024,86990.0,Gasolina,Automática - Secuencial,11000
Jeep,Wrangler,2011,34400.0,Gasolina,Automática,90000
Bmw,325I,1987,17900.0,Gasolina,Mecánica,
Toyota,Land Cruiser Prado,2017,33500.0,Gasolina,Automática - Secuencial,54000
Hyundai,I30,2013,9500.0,Gasolina,Automática - Secuencial,57615
Audi,A4,2014,13400.0,Gasolina,Automática - Secuencial,58000
Toyota,Hilux,2012,24000.0,Diesel,Mecánica,175000
Mazda,Cx-30,2021,21500.0,Gasolina,Automática - Secuencial,44800
Kia,Carnival,2018,18900.0,Gasolina,Automática - Secuencial,113000
Subaru,Forester,2025,33500.0,Gasolina,Automática - Secuencial,8000
Bmw,118I,2022,33900.0,Gasolina,Automática - Secuencial,12970
Mitsubishi,Asx,2017,15500.0,Gasolina,Automática - Secuencial,35000
Honda,Pilot,2012,14000.0,Gasolina,Automática,116900
Mitsubishi,Outlander,2018,19500.0,Dual,Automática,66000
Mazda,Cx-5,2016,15000.0,Gasolina,Automática - Secuencial,115000
Geely,Azkarra,2025,21500.0,Gasolina-Hibrido,Automática,7670
Volvo,Xc-60,2019,35000.0,Gasolina,Automática,50500
Mercedes Benz,A200,2023,28900.0,Gasolina,Automática - Secuencial,11000
Volkswagen,Tiguan,2012,11800.0,Gasolina,Automática - Secuencial,83000
Mazda,6,2014,11500.0,Gasolina,Automática,90000
Bmw,X1,2019,22000.0,Gasolina,Automática - Secuencial,70300
Hyundai,Tucson,2023,24900.0,Gasolina,Automática - Secuencial,4900
Jeep,Compass,2009,9900.0,Gasolina,Automática - Secuencial,84000
Mazda,Cx-9,2018,22700.0,Gasolina,Automática - Secuencial,66000
Ford,Raptor,2012,29900.0,Gasolina,Automática - Secuencial,105000
Jeep,Grand Cherokee Laredo,2014,18900.0,Gasolina,Automática - Secuencial,88000
Porsche,Panamera Turbo,2018,99000.0,Gasolina,Automática - Secuencial,57000
Hyundai,Ioniq,2021,19900.0,ElÃ©ctrico,Automática,10000
Kia,Sorento,2023,30900.0,Gasolina,Automática - Secuencial,25000
Toyota,Tacoma,2024,118000.0,Gasolina,Automática - Secuencial,3000
Hyundai,Verna,2023,11400.0,Gasolina,Automática - Secuencial,41000
Hyundai,Santa Fe,2022,29300.0,Gasolina,Automática - Secuencial,31000
Hyundai,Creta,2022,19500.0,Gasolina,Automática - Secuencial,60
Volkswagen,T-Cross,2020,16000.0,Gasolina,Automática,54500
Hyundai,Palisade,2022,29900.0,Gasolina,Automática,88000
Toyota,Land Cruiser 200,2010,33900.0,Gasolina,Automática - Secuencial,213000
Jeep,Grand Cherokee Laredo,2016,22900.0,Gasolina,Automática - Secuencial,68500
Volvo,Xc40,2020,32000.0,Gasolina,Automática,40000
Mercedes Benz,C-200 Elegance,1996,8500.0,Gasolina,Automática - Secuencial,89200
Jeep,Wrangler Rubicon,2021,58500.0,Gasolina,Automática - Secuencial,36000
Volkswagen,T-Cross,2021,15500.0,Gasolina,Mecánica,23500
Jeep,Grand Cherokee Laredo,2017,25900.0,Gasolina,Automática - Secuencial,64500
Mitsubishi,Outlander,2017,15500.0,Gasolina,Automática - Secuencial,83000
Volkswagen,Tiguan,2012,11100.0,Gasolina,Automática - Secuencial,101000
Mercedes Benz,Cla 180 Coupe,2017,17999.0,Gasolina,Automática - Secuencial,64500
Mazda,3,2024,20000.0,Gasolina,Automática,18000
Subaru,Impreza Sport,2016,10900.0,Dual,Automática - Secuencial,125000
Maserati,Levante,2020,54900.0,Gasolina,Automática - Secuencial,43911
Hyundai,Ioniq,2024,59000.0,ElÃ©ctrico,Automática,23000
Nissan,Np300 Frontier,2018,19600.0,Diesel,Mecánica,133900
Land Rover,Discovery,2009,11500.0,Dual,Automática - Secuencial,260336
Subaru,Forester,2014,13700.0,Gasolina,Automática,86000
Ford,Ranger,2022,31300.0,Diesel,Mecánica,38000
Land Rover,Range Rover Evoque,2020,43000.0,Gasolina-Hibrido,Automática - Secuencial,26000
Audi,A4,2015,13800.0,Gasolina,Automática,60000
Mercedes Benz,Glc 250 4Matic Coupe,2018,32900.0,Gasolina,Automática - Secuencial,43000
Volkswagen,Jetta,2018,12999.0,Gasolina,Mecánica,41500
Subaru,Forester,2023,32000.0,Gasolina,Automática - Secuencial,10000
Mercedes Benz,Glc 200 Coupe,2024,69800.0,Hibrido,Automática - Secuencial,7900
Volvo,Xc40,2022,34500.0,Gasolina-Hibrido,Automática - Secuencial,65600
Bmw,X3 20I,2018,22500.0,Gasolina,Automática - Secuencial,103900
Audi,Tt Coupe,2015,25000.0,Gasolina,Automática - Secuencial,17352
Jeep,Compass Sport,2018,15200.0,Gasolina,Mecánica,76000
Audi,A4,2015,14500.0,Gasolina,Automática - Secuencial,73000
Volkswagen,Jetta,2014,10700.0,Gasolina,Mecánica,52745
Renault,Koleos,2012,8900.0,Gasolina,Automática - Secuencial,128000
Mercedes Benz,Gla 200,2021,33000.0,Gasolina,Automática,22050
Nissan,X-Trail,2023,34500.0,Gasolina,Automática - Secuencial,18763
Subaru,Legacy,2012,15900.0,Gasolina,Automática - Secuencial,59962
Audi,A6,2018,23900.0,Gasolina,Automática - Secuencial,34993
Audi,Rs4,2008,49900.0,Gasolina,Mecánica,38042
Bmw,318I,2017,16500.0,Gasolina,Automática - Secuencial,67303
Maserati,Granturismo,2020,138000.0,Gasolina,Automática - Secuencial,1028
Jaguar,E-Pace,2018,29450.0,Gasolina,Automática - Secuencial,41539
Land Rover,Range Rover Sport,2016,38900.0,Gasolina,Automática - Secuencial,72571
Bmw,550I,2013,22900.0,Gasolina,Automática - Secuencial,66278
Aston Martin,Rapide,2016,138000.0,Gasolina,Automática - Secuencial,6853
Nissan,X-Trail,2024,34500.0,Gasolina,Automática - Secuencial,34500
Porsche,Macan S,2015,29450.0,Gasolina,Automática - Secuencial,78439
Bmw,320I,2017,16900.0,Gasolina,Automática - Secuencial,72415
Ford,F-150 Raptor,2019,69000.0,Gasolina,Automática - Secuencial,53000
Porsche,Macan Turbo,2020,94900.0,Gasolina,Automática - Secuencial,5456
Citroen,Ds-3,2018,18900.0,Gasolina,Mecánica,35607
Bmw,X5 40I,2022,69999.0,Gasolina,Automática - Secuencial,18500
Ford,Explorer,2013,15000.0,Dual,Automática,163000
Toyota,Corolla Hybrid,2024,26500.0,Gasolina-Hibrido,Automática,3900
Volkswagen,Touareg,2023,64500.0,Gasolina,Automática - Secuencial,13000
Kia,Sorento,2018,19700.0,Dual,Automática - Secuencial,70000
Volkswagen,Escarabajo,1967,13900.0,Gasolina,Mecánica,76944
Kia,Sportage,2019,16000.0,Gasolina,Automática - Secuencial,127000
Audi,A6,2017,21000.0,Gasolina,Automática - Secuencial,34600
Audi,A5 Sportback,2023,46500.0,Gasolina-Hibrido,Automática,5100
Chevrolet,Traverse,2023,45000.0,Gasolina,Automática - Secuencial,9583
Volkswagen,Amarok,2019,21000.0,Diesel,Mecánica,130000
Honda,Cr-V,2023,35300.0,Gasolina,Automática,12400
Toyota,Rav4,2022,32000.0,Gasolina-Hibrido,Automática - Secuencial,50000
Mercedes Benz,C-180,2012,11300.0,Gasolina,Automática - Secuencial,87800
Toyota,Hilux,2023,38900.0,Diesel,Automática - Secuencial,39000
Kia,Cerato,2018,11200.0,Dual,Mecánica,76000
Subaru,Legacy,2014,10499.0,Gasolina,Automática - Secuencial,98500
Hyundai,Accent,2021,9000.0,Dual,Mecánica,120000
Mazda,Cx-5,2020,22500.0,Gasolina,Automática - Secuencial,51000
Kia,Sportage,2020,22800.0,Gasolina,Automática,77430
Audi,A4,2017,25000.0,Gasolina,Automática - Secuencial,37100
Volkswagen,Tiguan Allspace,2020,17500.0,Gasolina,Automática,99464
Subaru,Forester,2018,15500.0,Gasolina,Mecánica,78800
Toyota,Land Cruiser Prado,2014,27000.0,Gasolina,Automática,86000
Mazda,2,2012,7300.0,Dual,Mecánica,113000
Audi,Q3 Sportback,2020,32000.0,Gasolina,Automática - Secuencial,42839
Volkswagen,Jetta Gli,2018,14500.0,Gasolina,Automática - Secuencial,97000
Peugeot,807,2014,6000.0,Diesel,Mecánica,168000
Jeep,Cherokee Laredo,2013,14500.0,Gasolina,Automática,105000
Jeep,Cherokee Sport,2009,11600.0,Gasolina,Automática,120000
Foton,K1,2024,26000.0,Diesel,Mecánica,19000
Kia,Sorento,2020,26900.0,Gasolina,Automática - Secuencial,30800
Bmw,M240I,2023,61500.0,Gasolina,Automática - Secuencial,14000
Ford,Bronco Sport,2022,26900.0,Gasolina,Automática,29800
Suzuki,Sx-4,2012,8200.0,Dual,Mecánica,87500
Jeep,Grand Cherokee Laredo,2018,24000.0,Gasolina,Automática - Secuencial,60500
Volvo,Xc40,2020,33900.0,Gasolina,Automática - Secuencial,21000
Toyota,Land Cruiser Prado,2013,28500.0,Gasolina,Automática - Secuencial,181000
Mercedes Benz,C-180,2020,29000.0,Gasolina,Automática - Secuencial,19000
Jeep,Grand Cherokee Laredo,2019,27000.0,Gasolina,Automática - Secuencial,49500
Suzuki,Grand Nomade,2020,17000.0,Gasolina,Mecánica,45000
Audi,S5,2011,18000.0,Gasolina,Automática - Secuencial,55500
Bmw,X1 18I,2018,18300.0,Gasolina,Automática - Secuencial,92000
Bmw,X5 35I,2012,19500.0,Gasolina,Automática - Secuencial,136500
Dodge,Durango,2009,12500.0,Gasolina,Automática - Secuencial,185000
Kia,Seltos,2021,18437.0,Gasolina,Automática - Secuencial,19690
Ford,Focus,2015,10200.0,Gasolina,Mecánica,59000
Hyundai,Creta,2020,16000.0,Dual,Automática - Secuencial,29600
Mazda,Cx-5,2015,15000.0,Gasolina,Automática,70000
Ford,F-150,2017,35000.0,Gasolina,Automática,82470
Subaru,Xv,2017,16500.0,Gasolina,Automática - Secuencial,82300
Mercedes Benz,E-250,2011,12500.0,Gasolina,Automática,61000
Toyota,Land Cruiser Prado,2012,21800.0,Gasolina,Automática - Secuencial,126000
Suzuki,Grand Nomade,2016,14900.0,Gasolina,Mecánica,56000
Mercedes Benz,E-250,2011,10000.0,Gasolina,Automática,61000
Jeep,Grand Cherokee Laredo,2016,19000.0,Gasolina,Automática - Secuencial,150000
Honda,City Sport,2022,21000.0,Gasolina,Automática,7000
Volvo,Xc40,2020,24500.0,Gasolina,Automática - Secuencial,74500
Peugeot,2008,2017,13000.0,Gasolina,Automática - Secuencial,33000
Jeep,Compass,2024,32900.0,Gasolina,Automática - Secuencial,14300
Nissan,Tiida,2007,5999.0,Dual,Mecánica,170000
Chevrolet,Trail-Blazer,2014,15500.0,Gasolina,Automática,82172
Mazda,Cx-5,2020,22500.0,Gasolina,Automática - Secuencial,35000
Bmw,420I Gran Coupe,2016,17900.0,Gasolina,Automática - Secuencial,52000
Land Rover,Range Rover Sport,2017,45000.0,Gasolina,Automática - Secuencial,31258
